group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,1022708.0,ns,275
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,2015583.0,ns,550
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,2981166.0,ns,825
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,3969458.0,ns,1100
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,4952667.0,ns,1375
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,5969292.0,ns,1650
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,6936250.0,ns,1925
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,7918666.0,ns,2200
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,8928792.0,ns,2475
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,9915000.0,ns,2750
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,10877000.0,ns,3025
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,12065625.0,ns,3300
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,12878167.0,ns,3575
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,13857208.0,ns,3850
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,14837500.0,ns,4125
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,15854542.0,ns,4400
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,16876000.0,ns,4675
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,17820333.0,ns,4950
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,18840834.0,ns,5225
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,19828333.0,ns,5500
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,20805167.0,ns,5775
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,21813500.0,ns,6050
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,22804708.0,ns,6325
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,23734250.0,ns,6600
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,24747042.0,ns,6875
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,25769875.0,ns,7150
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,26710500.0,ns,7425
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,27723125.0,ns,7700
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,28708250.0,ns,7975
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,29715417.0,ns,8250
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,30677625.0,ns,8525
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,31677459.0,ns,8800
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,32672042.0,ns,9075
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,33632791.0,ns,9350
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,34690666.0,ns,9625
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,35644083.0,ns,9900
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,36607625.0,ns,10175
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,37631958.0,ns,10450
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,38614958.0,ns,10725
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,39589125.0,ns,11000
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,40558583.0,ns,11275
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,41566625.0,ns,11550
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,42586375.0,ns,11825
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,43547500.0,ns,12100
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,44567000.0,ns,12375
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,45526166.0,ns,12650
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,46502458.0,ns,12925
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,47534125.0,ns,13200
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,48534083.0,ns,13475
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,49528375.0,ns,13750
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,50463958.0,ns,14025
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,51475833.0,ns,14300
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,52488709.0,ns,14575
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,53457583.0,ns,14850
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,54437375.0,ns,15125
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,55455542.0,ns,15400
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,56381834.0,ns,15675
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,57620542.0,ns,15950
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,58432625.0,ns,16225
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,59394583.0,ns,16500
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,60386125.0,ns,16775
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,61374959.0,ns,17050
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,62351333.0,ns,17325
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,63353250.0,ns,17600
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,64361042.0,ns,17875
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,65303875.0,ns,18150
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,66338542.0,ns,18425
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,67311584.0,ns,18700
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,68368167.0,ns,18975
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,72969500.0,ns,19250
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,74641625.0,ns,19525
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,71344917.0,ns,19800
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,72346875.0,ns,20075
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,73347375.0,ns,20350
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,74354625.0,ns,20625
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,75319875.0,ns,20900
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,76308417.0,ns,21175
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,77364375.0,ns,21450
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,78300250.0,ns,21725
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,79263959.0,ns,22000
"read(k, pks, c1, c2, sigma, st)",Read message of size 80,,,,80252084.0,ns,22275
