group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"send(k, m, pk_i)",Sent message of size 320,,,,1022000.0,ns,152
"send(k, m, pk_i)",Sent message of size 320,,,,2000125.0,ns,304
"send(k, m, pk_i)",Sent message of size 320,,,,3001583.0,ns,456
"send(k, m, pk_i)",Sent message of size 320,,,,3969750.0,ns,608
"send(k, m, pk_i)",Sent message of size 320,,,,4962417.0,ns,760
"send(k, m, pk_i)",Sent message of size 320,,,,6071250.0,ns,912
"send(k, m, pk_i)",Sent message of size 320,,,,6978542.0,ns,1064
"send(k, m, pk_i)",Sent message of size 320,,,,7995792.0,ns,1216
"send(k, m, pk_i)",Sent message of size 320,,,,8933417.0,ns,1368
"send(k, m, pk_i)",Sent message of size 320,,,,9942666.0,ns,1520
"send(k, m, pk_i)",Sent message of size 320,,,,10915625.0,ns,1672
"send(k, m, pk_i)",Sent message of size 320,,,,11897666.0,ns,1824
"send(k, m, pk_i)",Sent message of size 320,,,,12907667.0,ns,1976
"send(k, m, pk_i)",Sent message of size 320,,,,14051667.0,ns,2128
"send(k, m, pk_i)",Sent message of size 320,,,,14902541.0,ns,2280
"send(k, m, pk_i)",Sent message of size 320,,,,15890041.0,ns,2432
"send(k, m, pk_i)",Sent message of size 320,,,,16892750.0,ns,2584
"send(k, m, pk_i)",Sent message of size 320,,,,17889125.0,ns,2736
"send(k, m, pk_i)",Sent message of size 320,,,,18867708.0,ns,2888
"send(k, m, pk_i)",Sent message of size 320,,,,19881209.0,ns,3040
"send(k, m, pk_i)",Sent message of size 320,,,,20851834.0,ns,3192
"send(k, m, pk_i)",Sent message of size 320,,,,21841208.0,ns,3344
"send(k, m, pk_i)",Sent message of size 320,,,,22867625.0,ns,3496
"send(k, m, pk_i)",Sent message of size 320,,,,23849459.0,ns,3648
"send(k, m, pk_i)",Sent message of size 320,,,,24805209.0,ns,3800
"send(k, m, pk_i)",Sent message of size 320,,,,25836959.0,ns,3952
"send(k, m, pk_i)",Sent message of size 320,,,,26813042.0,ns,4104
"send(k, m, pk_i)",Sent message of size 320,,,,27844666.0,ns,4256
"send(k, m, pk_i)",Sent message of size 320,,,,28846000.0,ns,4408
"send(k, m, pk_i)",Sent message of size 320,,,,29810459.0,ns,4560
"send(k, m, pk_i)",Sent message of size 320,,,,30780167.0,ns,4712
"send(k, m, pk_i)",Sent message of size 320,,,,31828708.0,ns,4864
"send(k, m, pk_i)",Sent message of size 320,,,,32774167.0,ns,5016
"send(k, m, pk_i)",Sent message of size 320,,,,33800000.0,ns,5168
"send(k, m, pk_i)",Sent message of size 320,,,,34771000.0,ns,5320
"send(k, m, pk_i)",Sent message of size 320,,,,35780917.0,ns,5472
"send(k, m, pk_i)",Sent message of size 320,,,,36792667.0,ns,5624
"send(k, m, pk_i)",Sent message of size 320,,,,37853917.0,ns,5776
"send(k, m, pk_i)",Sent message of size 320,,,,38766375.0,ns,5928
"send(k, m, pk_i)",Sent message of size 320,,,,39995375.0,ns,6080
"send(k, m, pk_i)",Sent message of size 320,,,,40761000.0,ns,6232
"send(k, m, pk_i)",Sent message of size 320,,,,41686750.0,ns,6384
"send(k, m, pk_i)",Sent message of size 320,,,,42742917.0,ns,6536
"send(k, m, pk_i)",Sent message of size 320,,,,43721709.0,ns,6688
"send(k, m, pk_i)",Sent message of size 320,,,,44684167.0,ns,6840
"send(k, m, pk_i)",Sent message of size 320,,,,45726459.0,ns,6992
"send(k, m, pk_i)",Sent message of size 320,,,,46647208.0,ns,7144
"send(k, m, pk_i)",Sent message of size 320,,,,47657000.0,ns,7296
"send(k, m, pk_i)",Sent message of size 320,,,,48682875.0,ns,7448
"send(k, m, pk_i)",Sent message of size 320,,,,49642625.0,ns,7600
"send(k, m, pk_i)",Sent message of size 320,,,,50717292.0,ns,7752
"send(k, m, pk_i)",Sent message of size 320,,,,51662083.0,ns,7904
"send(k, m, pk_i)",Sent message of size 320,,,,52587916.0,ns,8056
"send(k, m, pk_i)",Sent message of size 320,,,,53697417.0,ns,8208
"send(k, m, pk_i)",Sent message of size 320,,,,54590208.0,ns,8360
"send(k, m, pk_i)",Sent message of size 320,,,,55611041.0,ns,8512
"send(k, m, pk_i)",Sent message of size 320,,,,56574458.0,ns,8664
"send(k, m, pk_i)",Sent message of size 320,,,,57620375.0,ns,8816
"send(k, m, pk_i)",Sent message of size 320,,,,58589000.0,ns,8968
"send(k, m, pk_i)",Sent message of size 320,,,,59511875.0,ns,9120
"send(k, m, pk_i)",Sent message of size 320,,,,60603792.0,ns,9272
"send(k, m, pk_i)",Sent message of size 320,,,,61583583.0,ns,9424
"send(k, m, pk_i)",Sent message of size 320,,,,62553083.0,ns,9576
"send(k, m, pk_i)",Sent message of size 320,,,,63558959.0,ns,9728
"send(k, m, pk_i)",Sent message of size 320,,,,64535042.0,ns,9880
"send(k, m, pk_i)",Sent message of size 320,,,,65632916.0,ns,10032
"send(k, m, pk_i)",Sent message of size 320,,,,68190333.0,ns,10184
"send(k, m, pk_i)",Sent message of size 320,,,,72529791.0,ns,10336
"send(k, m, pk_i)",Sent message of size 320,,,,69255708.0,ns,10488
"send(k, m, pk_i)",Sent message of size 320,,,,69539166.0,ns,10640
"send(k, m, pk_i)",Sent message of size 320,,,,70557208.0,ns,10792
"send(k, m, pk_i)",Sent message of size 320,,,,71754791.0,ns,10944
"send(k, m, pk_i)",Sent message of size 320,,,,72857916.0,ns,11096
"send(k, m, pk_i)",Sent message of size 320,,,,73859292.0,ns,11248
"send(k, m, pk_i)",Sent message of size 320,,,,75092250.0,ns,11400
"send(k, m, pk_i)",Sent message of size 320,,,,75808417.0,ns,11552
"send(k, m, pk_i)",Sent message of size 320,,,,76828834.0,ns,11704
"send(k, m, pk_i)",Sent message of size 320,,,,77772000.0,ns,11856
"send(k, m, pk_i)",Sent message of size 320,,,,78712834.0,ns,12008
"send(k, m, pk_i)",Sent message of size 320,,,,79766417.0,ns,12160
"send(k, m, pk_i)",Sent message of size 320,,,,80811250.0,ns,12312
"send(k, m, pk_i)",Sent message of size 320,,,,81734083.0,ns,12464
"send(k, m, pk_i)",Sent message of size 320,,,,82743875.0,ns,12616
"send(k, m, pk_i)",Sent message of size 320,,,,83736625.0,ns,12768
"send(k, m, pk_i)",Sent message of size 320,,,,84674584.0,ns,12920
"send(k, m, pk_i)",Sent message of size 320,,,,85696833.0,ns,13072
"send(k, m, pk_i)",Sent message of size 320,,,,86490583.0,ns,13224
"send(k, m, pk_i)",Sent message of size 320,,,,85208334.0,ns,13376
"send(k, m, pk_i)",Sent message of size 320,,,,88305542.0,ns,13528
"send(k, m, pk_i)",Sent message of size 320,,,,89265458.0,ns,13680
"send(k, m, pk_i)",Sent message of size 320,,,,90226708.0,ns,13832
"send(k, m, pk_i)",Sent message of size 320,,,,91213083.0,ns,13984
