group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,979292.0,ns,28
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,1973750.0,ns,56
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,3057959.0,ns,84
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,4029084.0,ns,112
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,4770833.0,ns,140
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,6084833.0,ns,168
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,7038916.0,ns,196
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,7876958.0,ns,224
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,8905167.0,ns,252
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,9931834.0,ns,280
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,10851500.0,ns,308
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,11958625.0,ns,336
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,12999458.0,ns,364
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,13846125.0,ns,392
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,14947250.0,ns,420
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,15696875.0,ns,448
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,16990667.0,ns,476
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,17816542.0,ns,504
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,18829334.0,ns,532
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,19770667.0,ns,560
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,20780500.0,ns,588
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,21862417.0,ns,616
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,22795166.0,ns,644
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,23614958.0,ns,672
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,24737250.0,ns,700
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,25817958.0,ns,728
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,26548792.0,ns,756
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,27832542.0,ns,784
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,28552541.0,ns,812
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,29574292.0,ns,840
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,30617375.0,ns,868
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,31609791.0,ns,896
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,32712666.0,ns,924
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,33618500.0,ns,952
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,34676750.0,ns,980
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,35385750.0,ns,1008
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,35810334.0,ns,1036
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,37447292.0,ns,1064
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,38746375.0,ns,1092
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,39877917.0,ns,1120
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,40970833.0,ns,1148
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 1280,,,,41935917.0,ns,1176
