group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,1120750.0,ns,3
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,2262833.0,ns,6
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,3388250.0,ns,9
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,4517167.0,ns,12
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,5515250.0,ns,15
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,6644250.0,ns,18
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,7762542.0,ns,21
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,8851084.0,ns,24
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,9920125.0,ns,27
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,11028792.0,ns,30
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,12150333.0,ns,33
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,13242375.0,ns,36
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,14387083.0,ns,39
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,15472292.0,ns,42
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,16703292.0,ns,45
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,17626042.0,ns,48
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,18721542.0,ns,51
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,19815541.0,ns,54
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,20970083.0,ns,57
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,22063041.0,ns,60
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,23169916.0,ns,63
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,24333958.0,ns,66
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,25404583.0,ns,69
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,26508416.0,ns,72
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,27540083.0,ns,75
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,28802834.0,ns,78
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,29854709.0,ns,81
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,30922084.0,ns,84
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,32011667.0,ns,87
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,33098292.0,ns,90
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,34224209.0,ns,93
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,35262958.0,ns,96
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,36383958.0,ns,99
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,37515125.0,ns,102
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,38590792.0,ns,105
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,39716042.0,ns,108
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,40813834.0,ns,111
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,41874750.0,ns,114
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,43033958.0,ns,117
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,44116000.0,ns,120
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,45176542.0,ns,123
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,46292208.0,ns,126
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,47411375.0,ns,129
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,48558625.0,ns,132
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,49626125.0,ns,135
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,50665541.0,ns,138
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,51818000.0,ns,141
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,52992709.0,ns,144
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,54026625.0,ns,147
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,55065042.0,ns,150
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,56238083.0,ns,153
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,57457250.0,ns,156
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,58455958.0,ns,159
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,59480542.0,ns,162
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,60626417.0,ns,165
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,61711208.0,ns,168
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,62812375.0,ns,171
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,63928042.0,ns,174
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,65045084.0,ns,177
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,66094875.0,ns,180
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,67386834.0,ns,183
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,71757750.0,ns,186
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,70963000.0,ns,189
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,70676208.0,ns,192
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,74881792.0,ns,195
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,74614542.0,ns,198
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,74120667.0,ns,201
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,75193792.0,ns,204
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,76321292.0,ns,207
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,77448584.0,ns,210
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,82120167.0,ns,213
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,79775584.0,ns,216
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,80905542.0,ns,219
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,81990958.0,ns,222
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,83149292.0,ns,225
"send(k, m, pk_i)",Sent 80 messages of size 160,,,,84724750.0,ns,228
