group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,1022291.0,ns,325
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,2009250.0,ns,650
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,2989000.0,ns,975
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,3977459.0,ns,1300
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,4966042.0,ns,1625
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,5984750.0,ns,1950
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,6954334.0,ns,2275
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,7974417.0,ns,2600
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,8935792.0,ns,2925
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,9927959.0,ns,3250
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,10913083.0,ns,3575
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,12112958.0,ns,3900
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,12910375.0,ns,4225
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,13905250.0,ns,4550
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,14905625.0,ns,4875
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,15923208.0,ns,5200
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,16883541.0,ns,5525
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,17926833.0,ns,5850
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,18850500.0,ns,6175
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,19854166.0,ns,6500
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,20829000.0,ns,6825
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,21815209.0,ns,7150
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,22843542.0,ns,7475
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,23816750.0,ns,7800
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,24835125.0,ns,8125
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,25821292.0,ns,8450
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,26781417.0,ns,8775
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,27768333.0,ns,9100
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,28808875.0,ns,9425
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,29849834.0,ns,9750
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,30811083.0,ns,10075
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,32084083.0,ns,10400
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,32741000.0,ns,10725
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,33726000.0,ns,11050
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,34708167.0,ns,11375
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,35791167.0,ns,11700
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,36801459.0,ns,12025
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,37767250.0,ns,12350
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,38729250.0,ns,12675
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,39746333.0,ns,13000
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,40676250.0,ns,13325
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,41644000.0,ns,13650
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,42623083.0,ns,13975
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,43609458.0,ns,14300
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,44814292.0,ns,14625
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,45688667.0,ns,14950
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,46681542.0,ns,15275
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,47676208.0,ns,15600
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,52276291.0,ns,15925
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,53242709.0,ns,16250
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,51587750.0,ns,16575
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,51557916.0,ns,16900
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,52641833.0,ns,17225
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,53589833.0,ns,17550
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,54581958.0,ns,17875
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,55603584.0,ns,18200
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,56579334.0,ns,18525
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,57507667.0,ns,18850
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,58547125.0,ns,19175
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,59509125.0,ns,19500
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,60489916.0,ns,19825
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,61550500.0,ns,20150
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,62492583.0,ns,20475
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,63509750.0,ns,20800
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,64584792.0,ns,21125
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,65589667.0,ns,21450
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,66521083.0,ns,21775
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,67478000.0,ns,22100
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,68496250.0,ns,22425
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,69529375.0,ns,22750
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,70514250.0,ns,23075
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,71525375.0,ns,23400
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,72707750.0,ns,23725
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,73451208.0,ns,24050
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,74503791.0,ns,24375
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,75462291.0,ns,24700
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,76467375.0,ns,25025
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,77364125.0,ns,25350
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,78417000.0,ns,25675
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,79336750.0,ns,26000
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,80361167.0,ns,26325
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,81377875.0,ns,26650
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,82373875.0,ns,26975
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,83366458.0,ns,27300
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,84276250.0,ns,27625
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,85269333.0,ns,27950
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,86307417.0,ns,28275
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,87320000.0,ns,28600
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,88314000.0,ns,28925
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,89288750.0,ns,29250
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,90295291.0,ns,29575
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,94406750.0,ns,29900
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,93530750.0,ns,30225
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,93272083.0,ns,30550
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,94258459.0,ns,30875
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,95240750.0,ns,31200
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,96266458.0,ns,31525
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,97447166.0,ns,31850
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,98184500.0,ns,32175
"read(k, pks, c1, c2, sigma, st)",Read message of size 10,,,,99247208.0,ns,32500
