group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,1027750.0,ns,70
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,2004125.0,ns,140
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,2987708.0,ns,210
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,3984958.0,ns,280
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,4976125.0,ns,350
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,6048459.0,ns,420
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,6965917.0,ns,490
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,7975959.0,ns,560
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,8965375.0,ns,630
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,9943625.0,ns,700
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,10934667.0,ns,770
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,12475709.0,ns,840
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,13497667.0,ns,910
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,14536166.0,ns,980
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,15354583.0,ns,1050
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,16618334.0,ns,1120
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,17605875.0,ns,1190
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,18492417.0,ns,1260
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,19398042.0,ns,1330
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,20076500.0,ns,1400
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,20983125.0,ns,1470
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,21986334.0,ns,1540
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,22994833.0,ns,1610
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,23980708.0,ns,1680
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,24925375.0,ns,1750
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,26008833.0,ns,1820
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,26941041.0,ns,1890
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,27990708.0,ns,1960
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,28954167.0,ns,2030
"process(k_p, ks, c1, c2, ad, ctx)",Processed message of size 40,,,,30002167.0,ns,2100
