group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,1022209.0,ns,72
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,1974583.0,ns,144
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,2958750.0,ns,216
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,3962708.0,ns,288
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,4935709.0,ns,360
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,5941542.0,ns,432
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,6941375.0,ns,504
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,7933917.0,ns,576
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,8787792.0,ns,648
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,9904959.0,ns,720
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,10906042.0,ns,792
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,11428000.0,ns,864
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,12878166.0,ns,936
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,13866250.0,ns,1008
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,14836250.0,ns,1080
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,15816000.0,ns,1152
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,16809791.0,ns,1224
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,17801833.0,ns,1296
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,18780209.0,ns,1368
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,19751459.0,ns,1440
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,20795042.0,ns,1512
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,21756917.0,ns,1584
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,22749292.0,ns,1656
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,23767792.0,ns,1728
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,24694250.0,ns,1800
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,25724875.0,ns,1872
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,26616958.0,ns,1944
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,27682833.0,ns,2016
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,28683416.0,ns,2088
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,29505625.0,ns,2160
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,30674500.0,ns,2232
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,31624875.0,ns,2304
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,32673667.0,ns,2376
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,33659209.0,ns,2448
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,34693208.0,ns,2520
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,35638417.0,ns,2592
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,36694667.0,ns,2664
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,37461042.0,ns,2736
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,38615792.0,ns,2808
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,39468000.0,ns,2880
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,40563666.0,ns,2952
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,41509333.0,ns,3024
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,42298500.0,ns,3096
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,43317250.0,ns,3168
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,44318166.0,ns,3240
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,45261958.0,ns,3312
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,46153750.0,ns,3384
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,46728292.0,ns,3456
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,47580708.0,ns,3528
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,50568292.0,ns,3600
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,53997416.0,ns,3672
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,53088291.0,ns,3744
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,52450417.0,ns,3816
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,53551334.0,ns,3888
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,54344750.0,ns,3960
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,55329833.0,ns,4032
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,56420125.0,ns,4104
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,57383375.0,ns,4176
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,58060625.0,ns,4248
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,59209250.0,ns,4320
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,60057583.0,ns,4392
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,61042750.0,ns,4464
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,61725041.0,ns,4536
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,62803416.0,ns,4608
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,63880375.0,ns,4680
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,64774125.0,ns,4752
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,65493958.0,ns,4824
"read(k, pks, c1, c2, sigma, st)",Read message of size 1280,,,,66797458.0,ns,4896
