group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,1293167.0,ns,3
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,2507792.0,ns,6
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,3931292.0,ns,9
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,4987458.0,ns,12
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,6290334.0,ns,15
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,7843667.0,ns,18
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,8933834.0,ns,21
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,9971542.0,ns,24
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,11431084.0,ns,27
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,12686333.0,ns,30
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,13943375.0,ns,33
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,15175167.0,ns,36
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,16653292.0,ns,39
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,17692292.0,ns,42
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,18946167.0,ns,45
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,20337167.0,ns,48
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,21414875.0,ns,51
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,22853208.0,ns,54
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,24120708.0,ns,57
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,25340334.0,ns,60
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,26608542.0,ns,63
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,27841250.0,ns,66
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,29310792.0,ns,69
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,30332500.0,ns,72
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,31820250.0,ns,75
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,32856000.0,ns,78
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,34321500.0,ns,81
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,35340292.0,ns,84
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,36828834.0,ns,87
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,38021042.0,ns,90
"moderate(k, pks, c1, c2, sigma, st)",Moderated message of size 160,,,,39312083.0,ns,93
