group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
"send(k, m, pk_i)",,50,,,1025458.0,ns,5
"send(k, m, pk_i)",,50,,,1937791.0,ns,10
"send(k, m, pk_i)",,50,,,3042416.0,ns,15
"send(k, m, pk_i)",,50,,,4104458.0,ns,20
"send(k, m, pk_i)",,50,,,5121167.0,ns,25
"send(k, m, pk_i)",,50,,,6076125.0,ns,30
"send(k, m, pk_i)",,50,,,7209459.0,ns,35
"send(k, m, pk_i)",,50,,,8217958.0,ns,40
"send(k, m, pk_i)",,50,,,9245625.0,ns,45
"send(k, m, pk_i)",,50,,,10303458.0,ns,50
"send(k, m, pk_i)",,50,,,11297208.0,ns,55
"send(k, m, pk_i)",,50,,,12338666.0,ns,60
"send(k, m, pk_i)",,50,,,13148625.0,ns,65
"send(k, m, pk_i)",,50,,,14366875.0,ns,70
"send(k, m, pk_i)",,50,,,15193292.0,ns,75
"send(k, m, pk_i)",,50,,,17217958.0,ns,80
"send(k, m, pk_i)",,50,,,18164375.0,ns,85
"send(k, m, pk_i)",,50,,,18665792.0,ns,90
"send(k, m, pk_i)",,50,,,21448000.0,ns,95
"send(k, m, pk_i)",,50,,,22633833.0,ns,100
"send(k, m, pk_i)",,50,,,21759459.0,ns,105
"send(k, m, pk_i)",,50,,,22820000.0,ns,110
"send(k, m, pk_i)",,50,,,23635791.0,ns,115
"send(k, m, pk_i)",,50,,,24646917.0,ns,120
"send(k, m, pk_i)",,50,,,25678750.0,ns,125
"send(k, m, pk_i)",,50,,,26692291.0,ns,130
"send(k, m, pk_i)",,50,,,27547542.0,ns,135
"send(k, m, pk_i)",,50,,,28706583.0,ns,140
"send(k, m, pk_i)",,50,,,29589208.0,ns,145
"send(k, m, pk_i)",,50,,,30757958.0,ns,150
"send(k, m, pk_i)",,50,,,31723125.0,ns,155
"send(k, m, pk_i)",,50,,,32705208.0,ns,160
"send(k, m, pk_i)",,50,,,33719208.0,ns,165
"send(k, m, pk_i)",,50,,,34796416.0,ns,170
"send(k, m, pk_i)",,50,,,35771041.0,ns,175
"send(k, m, pk_i)",,50,,,36568583.0,ns,180
"send(k, m, pk_i)",,50,,,37787000.0,ns,185
"send(k, m, pk_i)",,50,,,38604875.0,ns,190
"send(k, m, pk_i)",,50,,,39626250.0,ns,195
"send(k, m, pk_i)",,50,,,40877125.0,ns,200
"send(k, m, pk_i)",,50,,,41528083.0,ns,205
"send(k, m, pk_i)",,50,,,42782458.0,ns,210
"send(k, m, pk_i)",,50,,,43900209.0,ns,215
"send(k, m, pk_i)",,50,,,44775083.0,ns,220
"send(k, m, pk_i)",,50,,,45855916.0,ns,225
"send(k, m, pk_i)",,50,,,46656541.0,ns,230
"send(k, m, pk_i)",,50,,,47817333.0,ns,235
"send(k, m, pk_i)",,50,,,48634666.0,ns,240
"send(k, m, pk_i)",,50,,,49933958.0,ns,245
"send(k, m, pk_i)",,50,,,50638542.0,ns,250
"send(k, m, pk_i)",,50,,,51856666.0,ns,255
"send(k, m, pk_i)",,50,,,52903000.0,ns,260
"send(k, m, pk_i)",,50,,,53593667.0,ns,265
"send(k, m, pk_i)",,50,,,55251584.0,ns,270
"send(k, m, pk_i)",,50,,,55868458.0,ns,275
"send(k, m, pk_i)",,50,,,56826083.0,ns,280
"send(k, m, pk_i)",,50,,,57869375.0,ns,285
"send(k, m, pk_i)",,50,,,58764708.0,ns,290
"send(k, m, pk_i)",,50,,,59995375.0,ns,295
"send(k, m, pk_i)",,50,,,60815625.0,ns,300
"send(k, m, pk_i)",,50,,,62121542.0,ns,305
"send(k, m, pk_i)",,50,,,63098583.0,ns,310
"send(k, m, pk_i)",,50,,,63887709.0,ns,315
"send(k, m, pk_i)",,50,,,64912500.0,ns,320
"send(k, m, pk_i)",,50,,,65979625.0,ns,325
"send(k, m, pk_i)",,50,,,66939292.0,ns,330
"send(k, m, pk_i)",,50,,,67934167.0,ns,335
"send(k, m, pk_i)",,50,,,68969000.0,ns,340
"send(k, m, pk_i)",,50,,,69931458.0,ns,345
"send(k, m, pk_i)",,50,,,71169541.0,ns,350
"send(k, m, pk_i)",,50,,,71759250.0,ns,355
"send(k, m, pk_i)",,50,,,72966250.0,ns,360
"send(k, m, pk_i)",,50,,,73955417.0,ns,365
"send(k, m, pk_i)",,50,,,74953459.0,ns,370
"send(k, m, pk_i)",,50,,,75935750.0,ns,375
"send(k, m, pk_i)",,50,,,77094375.0,ns,380
"send(k, m, pk_i)",,50,,,77997334.0,ns,385
"send(k, m, pk_i)",,50,,,79755667.0,ns,390
"send(k, m, pk_i)",,50,,,83668375.0,ns,395
